Movie Title,Director,Main Cast
Gangs of Wasseypur,Anurag Kashyap,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha, Reema Sen, Piyush Mishra, Huma Qureshi, Jaideep Ahlawat, Vineet Kumar Singh, Pankaj Tripathi, Jameel Khan, Zeishan Quadri, Aditya Kumar, Satyakam Anand, Rajkummar Rao, Vipin Sharma, Anurita Jha, Faisal Malik, Sanjay Singh, Pramod Pathak, Suman Pathak, Ram Raksha Singh, Rajat Bhagat, Naman Jain, Varun Sinha, Rambhu Yadav, Anup Srivastava, Harish Khanna, Shivam, Vidya Bhushan, Bobby, Dulaari Devi, Vivek Ghamande, Amitabh Kishen Ghanekar, Hemangini Ghanekar, Akhilesh Jaiswal, Chandan Kaif, Zafar Khan, Sumit Kumar, Vishnu Kumar, Vishnu Kunwar, Ashfaque Shaikh, Rajesh Kumar Sharma, Bhupesh Singh, Vijay Shukla, Rati Shankar Tripathi, Pravin Singh Sisodia, Sudhanshu Mishra, Sujata Das, Mohammed Azam Ansari, Rajnikant Trigul, Vinay Mishra, Sankata Prasad, Ravi, Amreesh Srivastava, Omprakash Kashyap, Bhola Nath, Khan Saab, Janmajaya Singh, Raju, Shubham, Utkarsh, Niranjan Chaubey, Suhas Shirsat, Vasan Bala, Sanjeeva Vats, Ashtabhuja Mishra, Akshat, Guddu, Zahir Sheikh, Vijesh Rajan, Rashmi Yadav, Tilak Raj, Vivek Singh, Amritraj Rana, Gaurav Sharma, Siddharth Gupt, Nitin Raj Singh, Sagar Verma, Karuna Dutt, Tarzan Dada, Sameer Kamble, Nityanand Singh, Vijay Tripathi, Ram Lakhan, Upal Dutta, Tez Bahadur Sharma, Hasrat Ali, Mamta Tiwari, Aditya, Pranay Narayan, Luv Yadav, Prerna Tiwari, Murari Kumar, Lali Ji, Santosh Singh, Amit Kumar, Kaushal, Nigel, Shlok Sharma, Mukesh Chhabra, Aakash Dahiya, Jai Mehta, Pawan Singh, Kumar Vijay Sippy, Rakesh Tare, Prasad Thakur"
Thelma & Louise,Ridley Scott,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen, Christopher McDonald, Stephen Tobolowsky, Brad Pitt, Timothy Carhart, Lucinda Jenney, Jason Beghe, Sonny Carl Davis, Shelly Desai, Ken Swofford, Carol Mansell, Stephen Polk, Rob Roy Fitzgerald, Jack Lindine, Michael Doman, Kristel L. Rose, Noel L. Walcott III, Gregory J. Barnett, Mamie Jean Calvert, John Carey, Mary Cornell, John Michael Quinn, Charlie Sexton, Marco St. John, Billy Tim, Robert 'Bobby Z' Zajonc, Louis DiGiaimo, Ira Belgrade, Dan Parada"
When the Levees Broke: A Requiem in Four Acts,Spike Lee,"Darleen Asevedo, Jay Asevedo, Shelton Shakespear Alexander, Lee Arnold, Gralen Bryant Banks, John Barry, Robert Bea, Harry Belafonte, Wilhelmina Blanchard, Terence Blanchard, Kathleen Blanco, Douglas Brinkley, Joseph Bruno, Karen Carter, Louis Cataldie, Judith Morgan, Cheryl Livaudais, Will Chittenden, Eddie Compass, Harry Cook, Sarah Dean, Petri Laurimaa, Emil Dumesnil, Michael Eric Dyson, Felton Earls, Paris Ervin, Sylvester Francis, Herbert Freeman Jr., Dale Girard, Louella P. Givens, Anita Gupta, Glenn Hall, Josephine Butler, Donald Harrison, Darnell Herrington, Corey Hebert, Damon Hewitt, Freddie Hicks, Justin Hite, Fred Johnson, Michael Katz, Michael Knight, Mitch Landrieu, Phyllis Montana LeBlanc, Trymaine Lee, Brendan Loy, Calvin Mackie, Ben Marble, Wynton Marsalis, Kevin A. Martin, Hassan Mashriqui, Audrey Mason, Betty McHale, Charles McHale, David Meeks, Joseph Melancon, Gina Montana, Henry Morgan, Marc H. Morial, Cynthia Hedge-Morrell, Arthur Morrell, Joycelynn Moses, Anthony Dunn, Ray Nagin, Linda Novak, Soledad O'Brien, Sean Penn, Bennie Pete, Wendell Pierce, Kimberly Polk, James Pullings Jr., Garland Robinette, Robert Rocque, Junior Rodriguez, Daina Saulny, Michael Scott Schlacter, Jeffrey David Schultz, Jay Scully, Mike Seelig, Lewis Setliff III, Al Sharpton, Brian Thevenot, Charley Varley, Ivor Van Heerden, Elder William Walker Jr., Rhonda Washington, Ye, Roy Williams, Douglas Kiesling, Shawn Kael, Tanya Harris, Lois Armstrong, Florence Jackson, Chirrie Harris, Mike Myers, Anderson Cooper, George W. Bush, Dick Cheney, Barbara Bush, Condoleezza Rice"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,"Sacha Baron Cohen, Ken Davitian, Luenell, Chester, Charlie, Ilham Aliyev, Pamela Anderson, Bob Barr, Carole De Saram, Mitchell Falk, Alan Keyes, Andre Myers, Jean-Pierre Parent, Chip Pickering, Bobby Rowe, James Smith, Linda Stein, Larry Walker, Grace Welch, Allison Jones, Wendy Hoffman, Tracy Dixon, Adam St. Clair"
Minari,Lee Isaac Chung,"Alan Kim, Yeri Han, Noel Cho, Steven Yeun, Darryl Cox, Esther Moon, Ben Hall, Eric Starkey, Will Patton, Youn Yuh-jung, Jacob M Wade, James Carroll, Jenny Phagan, Tina Parker, Chloe Lee, Joel Telford, Scott Haze, Kaye Brownlee-France, Skip Schwink, Tea Oh, Laurie Cummings, Daniel Fortman, Danny Frost, Laurie Frost, Warren Lane, Kris Osborn, Jonnie Parnell, Amanda Pearce, Ernie Robinson, Ed Spinelli, Debbi Tucker, April Warren, Julia Kim, Chris Freihofer, Tori Hartley, Jenn Rader, Seth Stuart"
Killers of the Flower Moon,Martin Scorsese,"Leonardo DiCaprio, Robert De Niro, Lily Gladstone, Jesse Plemons, Tantoo Cardinal, John Lithgow, Brendan Fraser, Cara Jade Myers, Janae Collins, Jillian Dion, Jason Isbell, William Belleau, Louis Cancelmi, Scott Shepherd, Everett Waller, Talee Redcorn, Yancey Red Corn, Tatanka Means, Tommy Schultz, Sturgill Simpson, Ty Mitchell, Gary Basaraba, Charlie Musselwhite, Pat Healy, Steve Witting, Steve Routman, Gene Jones, Michael Abbott Jr., J.C. MacKenzie, Jack White, Larry Sellers, Barry Corbin, Gabriel Casdorph, Samuel French, Wally Welch, James Roman Dailey Jr., Christopher Cote, Randy Houser, Moe Headrick, Pete Yorn, Margaret Shannon-Sisk, Moira Redcorn, Eric Parkinson, Chase Parker, Jarad Looper, John Gibbs, Jerry Logsdon, Jacob Lux, Xavier Toehay, Mike Cook, Katherine Willis, Delani Chambers, Zachary Hokeah, Talon Satepauhoodle, Jennifer Rader, Chance Rush, Dana Daylight, Mahada Sanders, Ben Hall, John Q. Wilson, Beau Smith, Victor McCay, Nathalie Standingcloud, Jay Paulson, Marvin E. Stepson Jr., Tracey Ann Moore, Easton Wade Yellowfish, Reignen Yellowfish, Candice Costello, Father Chris Daigle, Justin France, Jerry Wolf, Addie Roanhorse, Erica Pretty Eagle Moore, Mason Cunningham, Norma Jean, Elisha Pratt, Desireee Storm Brave, Margaret Gray, Christopher Hill, Dolan Wilson, Jackie Wyatt, Rayna Gellert, Nokosee Fields, Kieran Kane, Lucas Ross, Elijah Cemp Ragsdale, Vanessa Rose Pham, Terry Allen, Jo Harvey Allen, Sarah Spurger, Joshua Close, Elden Henson, Kinsleigh McNac, Roanin Davis, David Fields, Anthony J. Harvey, Stephen Berkman, William Alyn Hill, Joseph Spinelli, Ellen Lewis, Kelley Cribben, Jennifer Haire, Meredith Humbracht, Georgia Kacandes, Shea Kammer, Daniel Castle King, Daniel Lupi, Kristyn Macready, Corey Sklov, Kendall Bates, Katie Black, Elise Buedel, Billy Dowd, Dann Fink, Chris Freihofer, Rene Haynes, Malia Hoff, Roman Lupi, Jenn Rader, Kate Sprance, Seth Stuart, Abby Tolson, Allyn Wamble, Grant Wilfley, Bruce Winant, Kourtney Ryann"
Barry Lyndon,Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger, Steven Berkoff, Gay Hamilton, Marie Kean, Diana Körner, Murray Melvin, Frank Middlemass, André Morell, Arthur O'Sullivan, Godfrey Quigley, Leonard Rossiter, Philip Stone, Leon Vitali, John Bindon, Roger Booth, Billy Boyle, Jonathan Cecil, Peter Cellier, Geoffrey Chater, Anthony Dawes, Patrick Dawson, Bernard Hepton, Anthony Herrick, Barry Jackson, Wolf Kahler, Pat Laffan, Hans Meyer, Ferdy Mayne, David Morley, Liam Redmond, Pat Roach, Dominic Savage, Frederick Schiller, George Sewell, Anthony Sharp, John Sharp, Roy Spencer, John Sullivan, Harry Towb, Michael Hordern, Mark Baxter, Norman Gay, George Holdcroft, Katharina Kubrick, Vivian Kubrick, Anthony Lang, Gary Taylor, John Trehy, James Liggat"
Funny Girl,William Wyler,"Barbra Streisand, Omar Sharif, Kay Medford, Anne Francis, Walter Pidgeon, Lee Allen, Mae Questel, Gerald Mohr, Frank Faylen, Mittie Lawrence, Gertrude Flynn, Penny Santon, John Harmon, Thordis Brandt, Bettina Brenna, Virginia Ann Ford, Alena Johnston, Karen Stride, Mary Jane Mangler, Inga Neilsen, Sharon Vaughn, Martin Abrahams, Lillian Adams, Peter Adams, Charles Akins, Leon Alton, Kristin Andersen, Martin Ashe, Al Avalon, Chela Bacigalupo, Al Bain, Frank Baron, Bobbie Bates, Rudy Battaglia, Richard S. Baughn, Al Beaudine, William 'Billy' Benedict, Gary Bohn, Nick Borgani, Donald Bradburn, Paul Bradley, Blanche Bronte, Phyllis Brown, Buddy Bryan, Fletcher Bryant, Barbara Burgess, Irving Burns, Françoise Bush, Gene Callahan, Kyra Carleton, Garrett Cassell, Nancee Charles, Noble 'Kid' Chissell, Robert Christian, Roy Clark, Sterling Clark, Ruth Clifford, Beverly Cole, Jerome Collamore, Gene Columbus, Daniel Cook, Cis Corman, Tom Cound, Chris Cranston, Leon Daniels, Tony Dante, Diane Davis, Gayle Davis, Hal K. Dawson, Lavina Dawson, Marcel De la Brosse, Margarita de Saá White, Pepe J. DeChiazza, Jack Del Rio, John Dennis, George DeNormand, Joanna DiGiovanna, Joseph Dolphin, Pat Doty, John Downing, Barrie Duffus, Minta Durfee, Kevin Edwards, Edith Emelyne, Sheila English, Lynn Fields, John Frayer, Ralph Gambina, Larry Gelman, Rudy Germane, Joseph Glick, Lloyd Gough, Janet Hadland, Dann E. Hadzick, Viola Harris, John Hawke, Howard Henderson, Hildegard, Barbara Houston, Linda Howe"
The Farewell,Lulu Wang,"Shuzhen Zhao, Awkwafina, X Mayo, Hong Lu, Hong Lin, Tzi Ma, Diana Lin, Yang Xuejian, Becca Khalil, Yongbo Jiang, Han Chen, Aoi Mizuhara, Xiang Li, Hongli Liu, Shimin Zhang, Jing Zhang, Jinhang Liu, Xi Lin, Shi Lichen, Lin Wang, Yue Xin, Xiaoxiao Sun, Dong Li, Puxia Qin, Ruiqi Wang, Jim Liu, Yuqiu Geng, Yuzhuo Wang, Shouchang Xiao, Yonghua Zhao, Zuohai Jiang, Xinyang Lv, Jing Chen, Weifeng Sun, Diane Dehn, Ines Laimins, Johnny Michaels, Gil Perez-Abraham, Anne Kang, Leslie Woo, Lemuel Fishburne, Xiaodong Jie, Maihemutijiang Maimaiti, Jake Martin, Fred Sun, Sophia Wang, Qihang Zhou, Dann Fink, Meredith Jacobson Marciano, Ce Sun, Bruce Winant, Qihang Zhou"
The Tale of The Princess Kaguya,Isao Takahata,"Aki Asakura, Kengo Kôra, Takeo Chii, Nobuko Miyamoto, Atsuko Takahata, Tomoko Tabata, Shinosuke Tatekawa, Takaya Kamikawa, Hikaru Ijûin, Ryûdô Uzaki, Shichinosuke Nakamura, Isao Hashizume, Mirai Uchida, Fubomichi Takazawa, Reigo Mizoguchi, Kawashiro Hidenosuke, Minoru Matsumoto, Akio Nakadai, Ippei Sasaki, Kagetora Miura, Satsuki Okumori, Akari Hijima, Ai Uchida, Juria Takayanagi, Anju Takayanagi, Emi Tanaka, Shôgo Hirama, Ryohito Ozeki, Kenji Yamauchi, Teruyuki Ishii, Tomohiko Kumagai, Hayato Kan'no, Erika Osanai, Mina Hiroe, Michie, Kishi Suzuma, Kyôsuke Tachibana, Tomohiro Ogawa, Takayuki Seki, Kazuki Abe, Masatoshi Suzumoto, Tatsuya Yamamoto, Shinsuke Kishi, Hiroyuki Yamamoto, Takeshi Yoshimoto, Kôhei Yada, Mikako Ôshima, Tamaki Kojo, Yûji Miyake, Yukiji Asaoka, Tatsuya Nakadai, Chloë Grace Moretz, James Caan, Mary Steenburgen, Darren Criss, Lucy Liu, Beau Bridges, James Marsden, Oliver Platt, Hynden Walch, Dean Cain, Daniel Dae Kim, George Segal, John Cho, Emily Bridges, Brian Leone, Caitlyn Leone, Michael Leone, Liam O'Brien, Andre Robinson, Warren Sroka, Newell Alexander, Elisa Gabrielli, John Storey, Rosemary Alexander, Hope Levy, Hudson Thames, Moosie Drier, Holly Dorff, David Zyler, James Nardini"
Uncertain,"Ewan McNicol, Anna Sandilands",
Captain Blood,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Lionel Atwill, Basil Rathbone, Ross Alexander, Guy Kibbee, Henry Stephenson, Robert Barrat, Hobart Cavanaugh, Donald Meek, Jessie Ralph, Forrester Harvey, Frank McGlynn Sr., Holmes Herbert, David Torrence, J. Carrol Naish, Pedro de Cordoba, George Hassell, Harry Cording, Leonard Mudie, Ivan F. Simpson, Stuart Casey, David Cavendish, Mary Forbes, E.E. Clive, Colin Kenny, Maude Leslie, Gardner James, Vernon Steele, Gene Alsace, Sam Appel, Reginald Barlow, Matthew 'Stymie' Beard, Ted Billings, Wayne Castle, Yola d'Avril, Florence Fair, Bobbie Hale, Halliwell Hobbes, Murray Kinnell, Alphonse Martell, Chris-Pin Martin, Jim Mason, Tina Menard, Louis Mercier, Kansas Moehring, John Northpole, Marion O'Connell, Artie Ortego, Henry Otho, Paul Panzer, Frank Puglia, Georges Renavent, Buddy Roosevelt, Cliff Saum, Tom Steele, Jim Thorpe, David Thursby, Renee Torres, Blackie Whiteford, Tom Wilson, William Yetter Sr."
"Two Days, One Night","Jean-Pierre Dardenne, Luc Dardenne","Marion Cotillard, Fabrizio Rongione, Catherine Salée, Baptiste Sornin, Pili Groyne, Simon Caudry, Lara Persain, Alain Eloy, Myriem Akheddiou, Fabienne Sciascia, Anette Niro, Rania Mellouli, Christelle Delbrouck, Timur Magomedgadzhiev, Hassaba Halibi, Soufiane Jilal, Hicham Slaoui, Philippe Jeusette, Yohan Zimmer, Safia Gollas, Christelle Cornil, Marion Lory, Angélique Michaux, Laurent Caron, Joachim Vincent, Donovan Deroulez, Tom Adjibi, Elena Doratiotto, Franck Laisné, Maïdy Ankaye, Alao Kasongo, Serge Koto, Morgan Marinne, Gianni La Rocca, Ben Hamidou, Carl Jadot, Olivier Gourmet, Sabine Raskin, Corentin Lahaye, Carmela Nicosia, Alix Toussant, Dimitri Mouton, Camelia Jawhari, Moli Limet, Henia Missoumi, Alia Perée, Zeyd Sen, Damien Trapletti"
Great Freedom,Sebastian Meise,"Franz Rogowski, Georg Friedrich, Anton von Lucke, Thomas Prenn, Thomas Stecher, Alfred Hartung, Thomas Wehling, Mex Schlüpfer, David Burnell IV, Fabian Stumm, Joachim Schönfeld, Dirk Nocker, Andreas Patton, Daniel Wagner, Lutz Bolle, Ulrich Faßnacht, Peer Maurer, Martin Walanker, Johannes Scheutz, Bernd Eischeid, Florian Anrather, Antoine Effroy, Norbert T. Fiedler, C. Michael Gangemi, Willy Mutzenpachner, Wolfgang Fischer, Stefan Soder, Tim Breyvogel, Joshua Bader, David Carey, Ljubisa Grujcic, Daniel Jesch, Roman Just, Moshe Kvitelashvili, Robert D. Marx, Michael Masula, Austin Settle, Alkis Vlassakakis, Dan Lestrade, Ernst Sigot, Eva Roth, Raoul Bruck, Benjamin Roth, Lorenz Tröbinger"
A Star Is Born,Bradley Cooper,"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay, Rafi Gavron, Anthony Ramos, Dave Chappelle, Alec Baldwin, Marlon Williams, Brandi Carlile, Ron Rifkin, Barry Shabaka Henley, Michael D. Roberts, Michael Harney, Rebecca Field, Derek Kevin Jones, Willam Belli, Dennis Tong, Josh Wells, Greg Grunberg, D.J. 'Shangela' Pierce, Eddie Griffin, Drena De Niro, Sanaa Chappelle, Leandro De Niro Rodriguez, Jacob Schick, Gabe Fazio, Benjamin Rice, Halsey, William H. Slattery III, Matthew Libatique, Robert S. Wilhelm Jr., Luenell, Lukas Nelson & Promise of the Real, Lukas Nelson, Anthony LoGerfo, Alberto Bof, Corey McCormick, Jesse Siebenberg, Tato Melgar, Don Was, Victor Indrizzo, George Doering, Michael Bearden, Lenny Castro, Chris Kelly, Don Roy King, Gena Rositano, Greg Scarnici, Michael Mancini, Richy Jackson, Christina Grady, Imani Wisdom, War Shazar, Amanda Balen, Montana Efaw, Caroline M. Diamond, Sloan-Taylor Rabinor, China Taylor, Charlie, Josie Achaval, Dante Alba, Frank Anello, Julian Astudillo, Kevyn Bashore, Jennifer Rae Berry, Christopher Borden, Presley Cash, Mark G. Chapman, Kody Christiansen, Steven Ciceron, Ana Roza Cimperman, Callie Connelly, Joey Courteau, Michael Cox, Brianna Dettelbach, Seth Di Marco, Kara Duffus, Val Emanuel, Lawon Exum, Amanda Fields, William Fitz, Alfred Gabidullin, Roger Goff III, Eunice Chiweshe Goldstein, Hunter Goligoski, Jeremy Good, Renee Nicole Gray, Paul Gregory, Jack Grubb, Brock Hartwell, Zola Vanessa Hauge, Sean T. James, Timothy Christian Jansen, Gloria Karel, Joseph Kelly, Samantha Kelly, Khafre King, Shannon Klein, Myriah Klingler, Lindsay Graham, Mary Vernieu, Frederic Aspiras, Toni Bisset, Dawn Victoria Dudley, Amy Lederman, Lori McCoy-Bell, Ve Neill, Loretta Nero, Mandi Ann Ruiz, Bruce J. Samia, Arshia Souri, Sarah Tanno, Joy Zapata, Debbie Zoller, Elena Arroy, Ange Bebbington, Alyson Black-Barrie, April M. Chaney, Victor Del Castillo, Gunn Espegard, Matthew Holman, Kelly Muldoon, Taylor Tanaka, Levi Vieira, Rich King, Ashley Lambert, Patty Rhinehart, Raylin Sabo, Levi Vincent"
No End in Sight,Charles Ferguson,"Campbell Scott, Gerald Burke, Ali Fadhil, Omar Fekeiki, Robert Hutchings, Paul Hughes, Marc Garlasco, George Tenet, James Bamford, Dick Cheney, Donald Rumsfeld, Paul Wolfowitz, Colin Powell, Samantha Power, Feisal Istrabadi, George Packer, Joost Hiltermann, Ahmad Chalabi, Lawrence DiRita, Barry Posen, Lawrence Wilkerson, Seth Moulton, David Yancey, Hugo Gonzalez, Chris Allbritton, Jay Garner, David McKiernan, James Fallows, Nir Rosen, Paul Eaton, Robert Perito, Paul Bremer, Walter Slocombe, Amatzia Baram, Yaroslav Trofimov, Ray Jennings, Linda Bilmas, Ann Gildroy, Sergio Vieira de Mello, Jamal Benomar, Mahmoud Othman, Paul Pillar, Zalmay Khalilzad, Robert Gates, Aida Ussayran, Matt Sherman, Ashton Carter"
It's a Wonderful Life,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Albertson, Todd Karns, Samuel S. Hinds, Mary Treen, Virginia Patton, Charles Williams, Sarah Edwards, William Edmunds, Lillian Randolph, Argentina Brunetti, Robert J. Anderson, Ronnie Ralph, Jeanne Gail, Jeanine Ann Roose, Danny Mummert, Georgie Nokes, Sheldon Leonard, Frank Hagney, Ray Walker, Charles Lane, Edward Keane, Carol Coombs, Karolyn Grimes, Larry Simms, Jimmy Hawkins, Jean Acker, Ernie Adams, Monya Andre, Stanley Andrews, Sam Ash, Jack Bailey, Louise Bates, Mary Bayless, Beth Belden, Brooks Benedict, Joseph E. Bernard, Willie Bloom, Dolores Boucher, Al Bridge, Buz Buckley, Marian Carr, Adriana Caselotti, Lane Chandler, Michael Chapin, Tom Chatterton, Jack Cheatham, Harry Cheshire, Beulah Christian, Edward Clark, Tom Coleman, Ellen Corby, Jimmy the Crow, Bryn Davis, Lew Davis, Marion Raymond Davis, Helen Dickson, Dick Elliott, Harry Evans, Tom Fadden, Frank Fenton, Eddie Fetherston, Sam Flint, Dick Gordon, Jack Gordon, Herschel Graham, Joseph Granby, Robert Haines, Charles Halton, Herbert Heywood, Harry Holman, Art Howard, Bert Howard, Arthur Stuart Hull, John Indrisano, Eddie Kane, Carl Kent, Milton Kibbee, Charlott Knight, Effie Laird, Mike Lally, Hal Landon Sr., Meade 'Lux' Lewis, Max Linder, Jack Lomas, J. Farrell MacDonald, Irene Mack, Wilbur Mack, Charles Meakin, Priscilla Montgomery, Bert Moorhouse"
The Madness of King George,Nicholas Hytner,"Rupert Graves, Helen Mirren, Amanda Donohoe, Charlotte Curley, Peter Bride-Kirk, Eve Cadman, Thomas Copeland, Joanna Hall, Cassandra Halliburton, Russell Martin, Natalie Palys, Rupert Everett, Julian Rhind-Tutt, David Leon, Martin Julier, Nigel Hawthorne, Anthony Calf, Matthew Lloyd Davies, Adrian Scarborough, Paul Corrigan, John Wood, Dan Hammond, Nicholas Irons, Nick Sampson, Jeremy Child, Nicholas Selby, Julian Wadham, Jim Carter, Barry Stanton, Struan Rodger, Janine Duvitski, Caroline Harker, Iain Mitchell, Roger Hammond, Geoffrey Palmer, Celestine Randall, Cyril Shaps, Michael Grandage, Ian Holm, James Peck, Clive Brunt, Selina Cadell, Fergus Webster, Barry Gillespie, Joe Maddison, Dermot Keaney, Peter Woodthorpe, Colin McPhillamy, Roger Ashton-Griffiths, Robert Swann, Alan Bennett, St Lawrence Cobham Handbell Ringers, St Peters Middle Scholl Old Windsor, Ryan Hurst, Christian Jull, Guy Standeven, Celestia Fox, Sasha Robertson"
Phoenix,Christian Petzold,"Nina Hoss, Ronald Zehrfeld, Nina Kunzendorf, Trystan Pütter, Michael Maertens, Imogen Kogge, Felix Römer, Uwe Preuss, Valerie Koch, Eva Bay, Jeff Burrell, Nikola Kastner, Max Hopp, Megan Gay, Kirsten Block, Frank Seppeler, Daniela Holtz, Kathrin Wehlisch, Michael Wenninger, Claudia Geisler-Bading, Sofia Exss, Simone Bär, Madita Selas"
Goodbye Solo,Ramin Bahrani,"Souleymane Sy Savane, Red West, Diana Franco Galindo, Lane 'Roc' Williams, Mamadou Lam, Carmen Leyva, Peter N. Anyieth, Jim Babel, Sarah S. Brooks, Lasheka Brown, Neill Fleeman, Jamill 'Peaches' Fowler, Evelia Garcia, Chris Greene, Viktor Hernandez, Wel Mayom Jok, J. Malaak Juuk, Damian Jewan Lee, Linda Lindsly, Djibril Lo, Ken Lugen, Angus MacLachlan, Trevor Metscher, Caleb Paul, Christian Prince, Greg Prince, Jeff Prince, Navani Reyes, Norman L. Sloan, Virgilio Tix, Donald Wardlow, Pat West, Todd Davis, Alexandra Dimopoulos, Catherine Sewell, Anan Abour, Aravind Adiga, Azzat Ali, Khosrow Bahrani, Nasrin Bahrani, Boaty Boatwright, Mahen Bonetti, Margaret Brown, Joe Budd, Anne Carey, Sandra Trujillo De Moyano, Sanjay Desai, Stratos Fesentinos, Pradip Ghosh, Beverly D. Graham, Ann Guill, Patrick Haischer, Miriam Hayes, Robert Hayes, Ted Hope, Ava Jamshidi, Vinay Jayaram, Dan Kleeberg, Angus MacLachlan, Regina Moore, Catherine Morton, Phil Newsome, Virginia Roseman, Wendy Stafford, Joey Thomas, Mina Vakilvadeh, Chris Veal, Tim Watson, Robin Willard, Irwin Young, Maura Anderson, Sandra Trujillo De Moyano, Freddy Schaefer, Summer Shelton"
Gunda,Victor Kossakovsky,Gunda
Western,"Bill Ross IV, Turner Ross","Chad Foster, Brylyn Wall, Martín Wall"
The Power of the Dog,Jane Campion,"Benedict Cumberbatch, Geneviève Lemon, Jesse Plemons, Kodi Smit-McPhee, Kenneth Radley, Kirsten Dunst, Sean Keenan, George Mason, Ramontay McConnell, David Denis, Cohen Holloway, Max Mata, Josh Owen, Alistair Sewell, Eddie Campbell, Alice Englert, Bryony Skillington, Jacque Drew, Yvette Parsons, Aislinn Furlong, Daniel Cleary, Richard Falkner, Tatum Warren-Ngata, Yvette Reid, Alice May Connolly, Stephen Lovatt, Stephen Bain, Ella Hope-Higginson, Piimio Mei, Edith Poor, Vadim Ledogorov, Thomasin McKenzie, Julie Forsyth, Peter Carroll, Frances Conroy, Alison Bruce, Keith Carradine, Karl Willetts, David T. Lim, Adam Beach, Maeson Stone Skuggedal, Ian Harcourt, Nikki Barrett, Tina Cleary, Carmen Cuba, Nina Gold, Claudia Allison, Anita Corcoran, Carmen Cuba, Nina Gold, Linda McFetridge, Julie-Anne Mueller, Kyla Robinson, Rebecca Rowe, Michelle Savill, Martin Ware, Alice Baker, Sabrina Brookfield, Miranda Brown, Stacey Brummer, Daniel Calvert, Nina Cooley, Amy Craven, Austin Delaney-Girlestone, Helen Fuller, Lucy Holloway, Kate Mason, Will Parsons, Aimee Reed, Sheree Roud, Laura Schneemann, Rosalind Sinel, Rachel Strong, Julia Thompson, Joan Wilson"
